ID,Codigo,Descripcion
1,11,Agnóstico
2,10,Ateo
3,1,Católica
4,2,Evangélica
5,4,Judaica
6,5,Mormona
7,6,Musulmana
8,9,Ninguna
9,7,Ortodoxa
10,8,Otra Religión o Credo
11,3,Testigo de Jehová
