ID,TablaOrigen,ColumnaOrigen,TablaDestino,ColumnaDestino,Tipo
1,APC_VendCat,APCVC_CoCode_DR,CT_Company,,FK
2,APC_VendCat,APCVC_CreatedUser_DR,SS_User,,FK
3,APC_VendCat,APCVC_UpdatedUser_DR,SS_User,,FK
4,APC_Vendor,APCVM_AcctCode_DR,GLC_Acct,,FK
5,APC_Vendor,APCVM_Category_DR,APC_VendCat,,FK
6,APC_Vendor,APCVM_City_DR,CT_City,,FK
7,APC_Vendor,APCVM_CoCode_DR,CT_Company,,FK
8,APC_Vendor,APCVM_CostCent_DR,GLC_CC,,FK
9,APC_Vendor,APCVM_CreatedUser_DR,SS_User,,FK
10,APC_Vendor,APCVM_CreditTerm_DR,INC_CreditTerms,,FK
11,APC_Vendor,APCVM_State_DR,CT_State,,FK
12,APC_Vendor,APCVM_UpdatedUser_DR,SS_User,,FK
13,APC_Vendor,APCVM_Zip_DR,CT_Zip,,FK
14,APC_VendorPrice,APCVP_CreatedUser_DR,SS_User,,FK
15,APC_VendorPrice,APCVP_ParRef,APC_Vendor,,ParRef
16,APC_VendorPrice,APCVP_UpdatedUser_DR,SS_User,,FK
17,ARC_ActivityClaimStatus,ACTCLST_CreatedUser_DR,SS_User,,FK
18,ARC_ActivityClaimStatus,ACTCLST_UpdatedUser_DR,SS_User,,FK
19,ARC_AdmixtureRec,ARCAR_BaseUOM_DR,CT_UOM,,FK
20,ARC_AdmixtureRec,ARCAR_CreatedUserHosp_DR,CT_Hospital,,FK
21,ARC_AdmixtureRec,ARCAR_CreatedUser_DR,SS_User,,FK
22,ARC_AdmixtureRec,ARCAR_CTLOC_DR,CT_Loc,,FK
23,ARC_AdmixtureRec,ARCAR_EP_PBSPrescribingRule_DR,PHC_PBSPrescribingRule,,FK
24,ARC_AdmixtureRec,ARCAR_FinalCheckUser_DR,SS_User,,FK
25,ARC_AdmixtureRec,ARCAR_FinalForm_DR,PHC_Form,,FK
26,ARC_AdmixtureRec,ARCAR_Generic_DR,PHC_Generic,,FK
27,ARC_AdmixtureRec,ARCAR_INCTG_DR,INC_StkTkGp,,FK
28,ARC_AdmixtureRec,ARCAR_ItemCat_DR,ARC_ItemCat,,FK
29,ARC_AdmixtureRec,ARCAR_PharmCat_DR,PHC_Cat,,FK
30,ARC_AdmixtureRec,ARCAR_PHCS_DR,PHC_Strength,,FK
31,ARC_AdmixtureRec,ARCAR_PregnancyCat_DR,PAC_PregnancyCategory,,FK
32,ARC_AdmixtureRec,ARCAR_RecAMP_DR,ARC_AdmixtureRec,,FK
33,ARC_AdmixtureRec,ARCAR_RecVMPP_DR,ARC_AdmixtureRec,,FK
34,ARC_AdmixtureRec,ARCAR_RecVMP_DR,ARC_AdmixtureRec,,FK
35,ARC_AdmixtureRec,ARCAR_Route_DR,OEC_Route,,FK
36,ARC_AdmixtureRec,ARCAR_SchedDrugClass_DR,PHC_ScheduledDrugClass,,FK
37,ARC_AdmixtureRec,ARCAR_UOM_DR,CT_UOM,,FK
38,ARC_AdmixtureRec,ARCAR_UpdatedUserHosp_DR,CT_Hospital,,FK
39,ARC_AdmixtureRec,ARCAR_UpdatedUser_DR,SS_User,,FK
40,ARC_AdmixtureRecAdditive,RECAD_CreatedUser_DR,SS_User,,FK
41,ARC_AdmixtureRecAdditive,RECAD_ParRef,ARC_AdmixtureRec,,ParRef
42,ARC_AdmixtureRecAdditive,RECAD_UOM_DR,CT_UOM,,FK
43,ARC_AdmixtureRecAdditive,RECAD_UpdatedUser_DR,SS_User,,FK
44,ARC_AdmixtureRecDoseEquiv,RECDE_CreatedUser_DR,SS_User,,FK
45,ARC_AdmixtureRecDoseEquiv,RECDE_CTUOM_DR,CT_UOM,,FK
46,ARC_AdmixtureRecDoseEquiv,RECDE_ParRef,ARC_AdmixtureRec,,ParRef
47,ARC_AdmixtureRecDoseEquiv,RECDE_UpdatedUser_DR,SS_User,,FK
48,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
49,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
50,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
51,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
52,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
53,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
54,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
55,ARC_AdmixtureRecLoc,LOC_CreatedUser_DR,SS_User,,FK
56,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
57,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
58,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
59,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
60,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
61,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
62,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
63,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
64,ARC_AdmixtureRecLoc,LOC_CTLOC_DR,CT_Loc,,FK
65,ARC_AdmixtureRecLoc,LOC_INCSB_DR,INC_StkBin,,FK
66,ARC_AdmixtureRecLoc,LOC_ParRef,ARC_AdmixtureRec,,ParRef
67,ARC_AdmixtureRecLoc,LOC_ParRef,ARC_PaymentAgreement,,ParRef
68,ARC_AdmixtureRecLoc,LOC_ParRef,CF_OEConfig,,ParRef
69,ARC_AdmixtureRecLoc,LOC_ParRef,CT_LocationList,,ParRef
70,ARC_AdmixtureRecLoc,LOC_ParRef,CT_Shift,,ParRef
71,ARC_AdmixtureRecLoc,LOC_ParRef,INC_Itm,,ParRef
72,ARC_AdmixtureRecLoc,LOC_ParRef,MRC_ICDDx,,ParRef
73,ARC_AdmixtureRecLoc,LOC_ParRef,PAC_WLTriageOutcome,,ParRef
74,ARC_AdmixtureRecLoc,LOC_ParRef,PA_Adm,,ParRef
75,ARC_AdmixtureRecLoc,LOC_ParRef,PA_DischargeSummary,,ParRef
76,ARC_AdmixtureRecLoc,LOC_ParRef,PA_WaitingList,,ParRef
77,ARC_AdmixtureRecLoc,LOC_ParRef,RBC_OutcomeOfAppoint,,ParRef
78,ARC_AdmixtureRecLoc,LOC_ParRef,RVI_InsCompanyBill,,ParRef
79,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
80,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
81,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
82,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
83,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
84,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
85,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
86,ARC_AdmixtureRecLoc,LOC_UpdatedUser_DR,SS_User,,FK
87,ARC_AdmixtureRecLoc,LOC_WareHouse_DR,CT_Loc,,FK
88,ARC_AdmixtureRecPregBrfAlert,PBA_CreatedUser_DR,SS_User,,FK
89,ARC_AdmixtureRecPregBrfAlert,PBA_CreatedUser_DR,SS_User,,FK
90,ARC_AdmixtureRecPregBrfAlert,PBA_CreatedUser_DR,SS_User,,FK
91,ARC_AdmixtureRecPregBrfAlert,PBA_CreatedUser_DR,SS_User,,FK
92,ARC_AdmixtureRecPregBrfAlert,PBA_ParRef,ARC_AdmixtureRec,,ParRef
93,ARC_AdmixtureRecPregBrfAlert,PBA_ParRef,ARC_ItemCat,,ParRef
94,ARC_AdmixtureRecPregBrfAlert,PBA_ParRef,OEC_OrderCategory,,ParRef
95,ARC_AdmixtureRecPregBrfAlert,PBA_PregnCateg_DR,PAC_PregnancyCategory,,FK
96,ARC_AdmixtureRecPregBrfAlert,PBA_PregnCateg_DR,PAC_PregnancyCategory,,FK
97,ARC_AdmixtureRecPregBrfAlert,PBA_UpdatedUser_DR,SS_User,,FK
98,ARC_AdmixtureRecPregBrfAlert,PBA_UpdatedUser_DR,SS_User,,FK
99,ARC_AdmixtureRecPregBrfAlert,PBA_UpdatedUser_DR,SS_User,,FK
100,ARC_AdmixtureRecPregBrfAlert,PBA_UpdatedUser_DR,SS_User,,FK
101,ARC_AdmixtureRecRoute,RECRT_CreatedUser_DR,SS_User,,FK
102,ARC_AdmixtureRecRoute,RECRT_ParRef,ARC_AdmixtureRec,,ParRef
103,ARC_AdmixtureRecRoute,RECRT_Route_DR,PHC_AdministrationRoute,,FK
104,ARC_AdmixtureRecRoute,RECRT_UpdatedUser_DR,SS_User,,FK
105,ARC_Alias,ALIAS_ARCOS_DR,ARC_OrdSets,,FK
106,ARC_Alias,ALIAS_AuxInsType_DR,ARC_AuxilInsurType,,FK
107,ARC_Alias,ALIAS_CreatedUser_DR,SS_User,,FK
108,ARC_Alias,ALIAS_CreatedUser_DR,SS_User,,FK
109,ARC_Alias,ALIAS_CreatedUser_DR,SS_User,,FK
110,ARC_Alias,ALIAS_CreatedUser_DR,SS_User,,FK
111,ARC_Alias,ALIAS_CreatedUser_DR,SS_User,,FK
112,ARC_Alias,ALIAS_Generic_DR,PHC_Generic,,FK
113,ARC_Alias,ALIAS_InsType_DR,ARC_InsuranceType,,FK
114,ARC_Alias,ALIAS_OrderSubCat_DR,ARC_ItemCat,,FK
115,ARC_Alias,ALIAS_ServiceSet_DR,RBC_ServiceSet,,FK
116,ARC_Alias,ALIAS_Superset_DR,LBC_Superset,,FK
117,ARC_Alias,ALIAS_UpdatedUser_DR,SS_User,,FK
118,ARC_Alias,ALIAS_UpdatedUser_DR,SS_User,,FK
119,ARC_Alias,ALIAS_UpdatedUser_DR,SS_User,,FK
120,ARC_Alias,ALIAS_UpdatedUser_DR,SS_User,,FK
121,ARC_Alias,ALIAS_UpdatedUser_DR,SS_User,,FK
122,ARC_AuxilInsTypeContractDetails,CONTR_CONTR_DR,BLC_ContractDetails,,FK
123,ARC_AuxilInsTypeContractDetails,CONTR_CONTR_DR,BLC_ContractDetails,,FK
124,ARC_AuxilInsTypeContractDetails,CONTR_CreatedUser_DR,SS_User,,FK
125,ARC_AuxilInsTypeContractDetails,CONTR_CreatedUser_DR,SS_User,,FK
126,ARC_AuxilInsTypeContractDetails,CONTR_CreatedUser_DR,SS_User,,FK
127,ARC_AuxilInsTypeContractDetails,CONTR_ParRef,ARC_AuxilInsurType,,ParRef
128,ARC_AuxilInsTypeContractDetails,CONTR_ParRef,CT_RefClin,,ParRef
129,ARC_AuxilInsTypeContractDetails,CONTR_ParRef,PA_Pregnancy,,ParRef
130,ARC_AuxilInsTypeContractDetails,CONTR_UpdatedUser_DR,SS_User,,FK
131,ARC_AuxilInsTypeContractDetails,CONTR_UpdatedUser_DR,SS_User,,FK
132,ARC_AuxilInsTypeContractDetails,CONTR_UpdatedUser_DR,SS_User,,FK
133,ARC_AuxilInsTypeLinkPlan,LINK_AuxInsType_DR,ARC_AuxilInsurType,,FK
134,ARC_AuxilInsTypeLinkPlan,LINK_CreatedUser_DR,SS_User,,FK
135,ARC_AuxilInsTypeLinkPlan,LINK_CreatedUser_DR,SS_User,,FK
136,ARC_AuxilInsTypeLinkPlan,LINK_CreatedUser_DR,SS_User,,FK
137,ARC_AuxilInsTypeLinkPlan,LINK_CreatedUser_DR,SS_User,,FK
138,ARC_AuxilInsTypeLinkPlan,LINK_InsType_DR,ARC_InsuranceType,,FK
139,ARC_AuxilInsTypeLinkPlan,LINK_ParRef,ARC_AuxilInsurType,,ParRef
140,ARC_AuxilInsTypeLinkPlan,LINK_ParRef,CT_Loc,,ParRef
141,ARC_AuxilInsTypeLinkPlan,LINK_ParRef,ORC_Operation,,ParRef
142,ARC_AuxilInsTypeLinkPlan,LINK_ParRef,RTC_MRecordType,,ParRef
143,ARC_AuxilInsTypeLinkPlan,LINK_UpdatedUser_DR,SS_User,,FK
144,ARC_AuxilInsTypeLinkPlan,LINK_UpdatedUser_DR,SS_User,,FK
145,ARC_AuxilInsTypeLinkPlan,LINK_UpdatedUser_DR,SS_User,,FK
146,ARC_AuxilInsTypeLinkPlan,LINK_UpdatedUser_DR,SS_User,,FK
147,ARC_AuxilInsurType,AUXIT_CreatedUser_DR,SS_User,,FK
148,ARC_AuxilInsurType,AUXIT_InsType_DR,ARC_InsuranceType,,FK
149,ARC_AuxilInsurType,AUXIT_QualificationStatusDR,PAC_QualificationStatus,,FK
150,ARC_AuxilInsurType,AUXIT_Subregion_DR,CT_SubRegion,,FK
151,ARC_AuxilInsurType,AUXIT_UpdatedUser_DR,SS_User,,FK
152,ARC_AuxilInsurTypeBenefitPackage,PLANBENP_CreatedUser_DR,SS_User,,FK
153,ARC_AuxilInsurTypeBenefitPackage,PLANBENP_ParRef,ARC_AuxilInsurType,,ParRef
154,ARC_AuxilInsurTypeBenefitPackage,PLANBENP_UpdatedUser_DR,SS_User,,FK
155,ARC_AuxilInsurTypePayorNotes,PLANNOTE_CreatedUser_DR,SS_User,,FK
156,ARC_AuxilInsurTypePayorNotes,PLANNOTE_ParRef,ARC_AuxilInsurType,,ParRef
157,ARC_AuxilInsurTypePayorNotes,PLANNOTE_PayorNotes_DR,ARC_PayorNotes,,FK
158,ARC_AuxilInsurTypePayorNotes,PLANNOTE_UpdatedUser_DR,SS_User,,FK
159,ARC_AuxilInsurTypePostOffice,PLANPO_CreatedUser_DR,SS_User,,FK
160,ARC_AuxilInsurTypePostOffice,PLANPO_ParRef,ARC_AuxilInsurType,,ParRef
161,ARC_AuxilInsurTypePostOffice,PLANPO_PostOffice_DR,ARC_PostOffice,,FK
162,ARC_AuxilInsurTypePostOffice,PLANPO_UpdatedUser_DR,SS_User,,FK
163,ARC_BankCardType,CARD_CreatedUser_DR,SS_User,,FK
164,ARC_BankCardType,CARD_CreatedUser_DR,SS_User,,FK
165,ARC_BankCardType,CARD_UpdatedUser_DR,SS_User,,FK
166,ARC_BankCardType,CARD_UpdatedUser_DR,SS_User,,FK
167,ARC_BillBodyParts,BBP_CreatedUser_DR,SS_User,,FK
168,ARC_BillBodyParts,BBP_UpdatedUser_DR,SS_User,,FK
169,ARC_BillClaimStatus,BILLCLST_CreatedUser_DR,SS_User,,FK
170,ARC_BillClaimStatus,BILLCLST_UpdatedUser_DR,SS_User,,FK
171,ARC_BillDescription,BILLDESC_CreatedUser_DR,SS_User,,FK
172,ARC_BillDescription,BILLDESC_UpdatedUser_DR,SS_User,,FK
173,ARC_BillGroupType,BILLGT_CreatedUser_DR,SS_User,,FK
174,ARC_BillGroupType,BILLGT_UpdatedUser_DR,SS_User,,FK
175,ARC_BillGrp,ARCBG_CreatedUser_DR,SS_User,,FK
176,ARC_BillGrp,ARCBG_DischPriorityBUP_DR,OEC_Priority,,FK
177,ARC_BillGrp,ARCBG_SubRegion_DR,CT_SubRegion,,FK
178,ARC_BillGrp,ARCBG_UpdatedUser_DR,SS_User,,FK
179,ARC_BillGrpDesc,DES_CreatedUser_DR,SS_User,,FK
180,ARC_BillGrpDesc,DES_CreatedUser_DR,SS_User,,FK
181,ARC_BillGrpDesc,DES_CreatedUser_DR,SS_User,,FK
182,ARC_BillGrpDesc,DES_InsType_DR,ARC_InsuranceType,,FK
183,ARC_BillGrpDesc,DES_InsType_DR,ARC_InsuranceType,,FK
184,ARC_BillGrpDesc,DES_ParRef,ARC_BillGrp,,ParRef
185,ARC_BillGrpDesc,DES_ParRef,ARC_InsuranceType,,ParRef
186,ARC_BillGrpDesc,DES_ParRef,PA_PatMas,,ParRef
187,ARC_BillGrpDesc,DES_UpdatedUser_DR,SS_User,,FK
188,ARC_BillGrpDesc,DES_UpdatedUser_DR,SS_User,,FK
189,ARC_BillGrpDesc,DES_UpdatedUser_DR,SS_User,,FK
190,ARC_BillingItem,ARCBI_CreatedUser_DR,SS_User,,FK
191,ARC_BillingItem,ARCBI_UpdatedUser_DR,SS_User,,FK
192,ARC_BillingScheduleRevision,ARCBSCR_CreatedUser_DR,SS_User,,FK
193,ARC_BillingScheduleRevision,ARCBSCR_ParRef,ARC_BillingSchedule,,ParRef
194,ARC_BillingScheduleRevision,ARCBSCR_UpdatedUser_DR,SS_User,,FK
195,ARC_BillingScheduleRevisionCone,ARCBSCRC_CreatedUser_DR,SS_User,,FK
196,ARC_BillingScheduleRevisionCone,ARCBSCRC_ParRef,ARC_BillingScheduleRevision,,ParRef
197,ARC_BillingScheduleRevisionCone,ARCBSCRC_UpdatedUser_DR,SS_User,,FK
198,ARC_BillingScheduleRevisionConeExcludeItem,ARCBSCRCEI_BillingItem_DR,ARC_BillingItem,,FK
199,ARC_BillingScheduleRevisionConeExcludeItem,ARCBSCRCEI_CreatedUser_DR,SS_User,,FK
200,ARC_BillingScheduleRevisionConeExcludeItem,ARCBSCRCEI_ParRef,ARC_BillingScheduleRevisionCone,,ParRef
201,ARC_BillingScheduleRevisionConeExcludeItem,ARCBSCRCEI_UpdatedUser_DR,SS_User,,FK
202,ARC_BillingScheduleRevisionConeExcludeLoc,ARCBSCRCEL_CreatedUser_DR,SS_User,,FK
203,ARC_BillingScheduleRevisionConeExcludeLoc,ARCBSCRCEL_Location_DR,CT_Loc,,FK
204,ARC_BillingScheduleRevisionConeExcludeLoc,ARCBSCRCEL_ParRef,ARC_BillingScheduleRevisionCone,,ParRef
205,ARC_BillingScheduleRevisionConeExcludeLoc,ARCBSCRCEL_UpdatedUser_DR,SS_User,,FK
206,ARC_BillingScheduleRevisionConeExcludeSpec,ARCBSCRCES_CreatedUser_DR,SS_User,,FK
207,ARC_BillingScheduleRevisionConeExcludeSpec,ARCBSCRCES_ParRef,ARC_BillingScheduleRevisionCone,,ParRef
208,ARC_BillingScheduleRevisionConeExcludeSpec,ARCBSCRCES_Speciality_DR,CT_Spec,,FK
209,ARC_BillingScheduleRevisionConeExcludeSpec,ARCBSCRCES_UpdatedUser_DR,SS_User,,FK
210,ARC_BillingScheduleRevisionConeExcludeTar,ARCBSCRCET_CreatedUser_DR,SS_User,,FK
211,ARC_BillingScheduleRevisionConeExcludeTar,ARCBSCRCET_ParRef,ARC_BillingScheduleRevisionCone,,ParRef
212,ARC_BillingScheduleRevisionConeExcludeTar,ARCBSCRCET_Tariff_DR,ARC_Tariff,,FK
213,ARC_BillingScheduleRevisionConeExcludeTar,ARCBSCRCET_UpdatedUser_DR,SS_User,,FK
214,ARC_BillingScheduleRevisionRule,ARCBSCRR_ActionBillingItem_DR,ARC_BillingItem,,FK
215,ARC_BillingScheduleRevisionRule,ARCBSCRR_CreatedUser_DR,SS_User,,FK
216,ARC_BillingScheduleRevisionRule,ARCBSCRR_ParRef,ARC_BillingScheduleRevision,,ParRef
217,ARC_BillingScheduleRevisionRule,ARCBSCRR_UpdatedUser_DR,SS_User,,FK
218,ARC_BillingScheduleRevisionRuleExcludeTariff,ARCBSCRRET_CreatedUser_DR,SS_User,,FK
219,ARC_BillingScheduleRevisionRuleExcludeTariff,ARCBSCRRET_ParRef,ARC_BillingScheduleRevisionRule,,ParRef
220,ARC_BillingScheduleRevisionRuleExcludeTariff,ARCBSCRRET_Tariff_DR,ARC_Tariff,,FK
221,ARC_BillingScheduleRevisionRuleExcludeTariff,ARCBSCRRET_UpdatedUser_DR,SS_User,,FK
222,ARC_BillingScheduleRevisionTariff,ARCBSCRT_CreatedUser_DR,SS_User,,FK
223,ARC_BillingScheduleRevisionTariff,ARCBSCRT_ParRef,ARC_BillingScheduleRevision,,ParRef
224,ARC_BillingScheduleRevisionTariff,ARCBSCRT_Tariff_DR,ARC_Tariff,,FK
225,ARC_BillingScheduleRevisionTariff,ARCBSCRT_UpdatedUser_DR,SS_User,,FK
226,ARC_BillingScheduleRevisionTariffBillingItem,ARCBSCRTBI_BillingItem_DR,ARC_BillingItem,,FK
227,ARC_BillingScheduleRevisionTariffBillingItem,ARCBSCRTBI_CreatedUser_DR,SS_User,,FK
228,ARC_BillingScheduleRevisionTariffBillingItem,ARCBSCRTBI_ParRef,ARC_BillingScheduleRevisionTariff,,ParRef
229,ARC_BillingScheduleRevisionTariffBillingItem,ARCBSCRTBI_UpdatedUser_DR,SS_User,,FK
230,ARC_BillProgressStatus,BLPS_CreatedUser_DR,SS_User,,FK
231,ARC_BillProgressStatus,BLPS_UpdatedUser_DR,SS_User,,FK
232,ARC_BillSequence,BLSEQ_BillGroup_DR,ARC_BillGrp,,FK
233,ARC_BillSequence,BLSEQ_CreatedUser_DR,SS_User,,FK
234,ARC_BillSequence,BLSEQ_InsType_DR,ARC_InsuranceType,,FK
235,ARC_BillSequence,BLSEQ_UpdatedUser_DR,SS_User,,FK
236,ARC_BillSub,ARCSG_ARCBG_ParRef,ARC_BillGrp,,ParRef
237,ARC_BillSub,ARCSG_CreatedUser_DR,SS_User,,FK
238,ARC_BillSub,ARCSG_DischPriorityBUP_DR,OEC_Priority,,FK
239,ARC_BillSub,ARCSG_UpdatedUser_DR,SS_User,,FK
240,ARC_BillSubAgeDepend,AGE_CreatedUser_DR,SS_User,,FK
241,ARC_BillSubAgeDepend,AGE_CreatedUser_DR,SS_User,,FK
242,ARC_BillSubAgeDepend,AGE_CreatedUser_DR,SS_User,,FK
243,ARC_BillSubAgeDepend,AGE_UpdatedUser_DR,SS_User,,FK
244,ARC_BillSubAgeDepend,AGE_UpdatedUser_DR,SS_User,,FK
245,ARC_BillSubAgeDepend,AGE_UpdatedUser_DR,SS_User,,FK
246,ARC_BillSubDesc,DES_CreatedUser_DR,SS_User,,FK
247,ARC_BillSubDesc,DES_CreatedUser_DR,SS_User,,FK
248,ARC_BillSubDesc,DES_CreatedUser_DR,SS_User,,FK
249,ARC_BillSubDesc,DES_InsType_DR,ARC_InsuranceType,,FK
250,ARC_BillSubDesc,DES_InsType_DR,ARC_InsuranceType,,FK
251,ARC_BillSubDesc,DES_UpdatedUser_DR,SS_User,,FK
252,ARC_BillSubDesc,DES_UpdatedUser_DR,SS_User,,FK
253,ARC_BillSubDesc,DES_UpdatedUser_DR,SS_User,,FK
254,ARC_BillSubTimeDepend,TIME_CreatedUser_DR,SS_User,,FK
255,ARC_BillSubTimeDepend,TIME_CreatedUser_DR,SS_User,,FK
256,ARC_BillSubTimeDepend,TIME_DOWFrom,CT_DayOfWeek,,FK
257,ARC_BillSubTimeDepend,TIME_DOWFrom,CT_DayOfWeek,,FK
258,ARC_BillSubTimeDepend,TIME_DOWTo,CT_DayOfWeek,,FK
259,ARC_BillSubTimeDepend,TIME_DOWTo,CT_DayOfWeek,,FK
260,ARC_BillSubTimeDepend,TIME_UpdatedUser_DR,SS_User,,FK
261,ARC_BillSubTimeDepend,TIME_UpdatedUser_DR,SS_User,,FK
262,ARC_CashShiftAdjust,CSAD_CreatedUser_DR,SS_User,,FK
263,ARC_CashShiftAdjust,CSAD_UpdatedUser_DR,SS_User,,FK
264,ARC_CashShiftCancReason,CSCR_CreatedUser_DR,SS_User,,FK
265,ARC_CashShiftCancReason,CSCR_UpdatedUser_DR,SS_User,,FK
266,ARC_ContractorNumber,CONTRN_AuxInstype_DR,ARC_AuxilInsurType,,FK
267,ARC_ContractorNumber,CONTRN_CreatedUser_DR,SS_User,,FK
268,ARC_ContractorNumber,CONTRN_InsType_DR,ARC_InsuranceType,,FK
269,ARC_ContractorNumber,CONTRN_UpdatedUser_DR,SS_User,,FK
270,ARC_CopaymentCodes,COPC_CreatedUser_DR,SS_User,,FK
271,ARC_CopaymentCodes,COPC_UpdatedUser_DR,SS_User,,FK
272,ARC_DebCat,ARCDC_CreatedUser_DR,SS_User,,FK
273,ARC_DebCat,ARCDC_UpdatedUser_DR,SS_User,,FK
274,ARC_Debtor,ARCDR_Cat_DR,ARC_DebCat,,FK
275,ARC_Debtor,ARCDR_CreatedUser_DR,SS_User,,FK
276,ARC_Debtor,ARCDR_Region_DR,CT_Region,,FK
277,ARC_Debtor,ARCDR_UpdatedUser_DR,SS_User,,FK
278,ARC_DefInsurOffice,DEFINS_AuxInsType_DR,ARC_AuxilInsurType,,FK
279,ARC_DefInsurOffice,DEFINS_CreatedUser_DR,SS_User,,FK
280,ARC_DefInsurOffice,DEFINS_Hospital_DR,CT_Hospital,,FK
281,ARC_DefInsurOffice,DEFINS_InsAssoc_DR,ARC_InsurAssociation,,FK
282,ARC_DefInsurOffice,DEFINS_InsType_DR,ARC_InsuranceType,,FK
283,ARC_DefInsurOffice,DEFINS_UpdatedUser_DR,SS_User,,FK
284,ARC_DepType,ARCDT_CreatedUser_DR,SS_User,,FK
285,ARC_DepType,ARCDT_UpdatedUser_DR,SS_User,,FK
286,ARC_DepTypeByRoom,ROOM_CreatedUser_DR,SS_User,,FK
287,ARC_DepTypeByRoom,ROOM_CreatedUser_DR,SS_User,,FK
288,ARC_DepTypeByRoom,ROOM_CreatedUser_DR,SS_User,,FK
289,ARC_DepTypeByRoom,ROOM_ParRef,ARC_DepType,,ParRef
290,ARC_DepTypeByRoom,ROOM_ParRef,PAC_Ward,,ParRef
291,ARC_DepTypeByRoom,ROOM_RoomType_DR,PAC_RoomType,,FK
292,ARC_DepTypeByRoom,ROOM_RoomType_DR,PAC_RoomType,,FK
293,ARC_DepTypeByRoom,ROOM_UpdatedUser_DR,SS_User,,FK
294,ARC_DepTypeByRoom,ROOM_UpdatedUser_DR,SS_User,,FK
295,ARC_DepTypeByRoom,ROOM_UpdatedUser_DR,SS_User,,FK
296,ARC_DerivedFeeRules,DFR_CreatedUser_DR,SS_User,,FK
297,ARC_DerivedFeeRules,DFR_UpdatedUser_DR,SS_User,,FK
298,ARC_DiscretDiscType,DISCR_CreatedUser_DR,SS_User,,FK
299,ARC_DiscretDiscType,DISCR_CreatedUser_DR,SS_User,,FK
300,ARC_DiscretDiscType,DISCR_UpdatedUser_DR,SS_User,,FK
301,ARC_DiscretDiscType,DISCR_UpdatedUser_DR,SS_User,,FK
302,ARC_DiscType,ARCDI_Acct_DR,GLC_Acct,,FK
303,ARC_DiscType,ARCDI_CreatedUser_DR,SS_User,,FK
304,ARC_DiscType,ARCDI_UpdatedUser_DR,SS_User,,FK
305,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
306,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
307,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
308,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
309,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
310,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
311,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
312,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
313,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
314,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
315,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
316,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
317,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
318,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
319,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
320,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
321,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
322,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
323,ARC_DiscTypeDetails,DET_CreatedUser_DR,SS_User,,FK
